Country,CatalogNumber,AudioURL
France,FW04014_203,http://www.folkways.si.edu/conan-family/the-lost-bride/world/music/track/smithsonian
France,FW08602_102,http://www.folkways.si.edu/emilie-george/lappetit-vient-en-mangeant/world/music/track/smithsonian
France,MON61535_112,http://www.folkways.si.edu/yves-montand/niege-sur-la-ville/world/music/track/smithsonian
France,FW08601_206,http://www.folkways.si.edu/emilie-george/la-mort-dhenry-v/world/music/track/smithsonian
France,MON61535_117,http://www.folkways.si.edu/yves-montand/girofle-girofla-2/world/music/track/smithsonian
France,MON00491_205,http://www.folkways.si.edu/compagnie-nationale-de-danses-francaises-with-jacques-douai/danse-dete/o-lo-compogno-medley/world/music/track/smithsonian
France,FW08741_206,http://www.folkways.si.edu/sonia-malkine/les-trois-marins-de-groix/world/music/track/smithsonian
France,MON61535_103,http://www.folkways.si.edu/yves-montand/rue-lepic/world/music/track/smithsonian
France,FWRF116_201,http://www.folkways.si.edu/gerard-dole/le-barbier-de-seville/world/music/track/smithsonian
France,MON00491_107,http://www.folkways.si.edu/compagnie-nationale-de-danses-francaises-with-jacques-douai/les-soufflets-the-bellows/world/music/track/smithsonian
France,FW06832_102,http://www.folkways.si.edu/henriette-and-elie-zmirou/sur-le-pont-de-nantes/world/music/track/smithsonian
France,MON00550_107,http://www.folkways.si.edu/lucky-pierre/la-fin-dun-reve/world/music/track/smithsonian
France,FW08741_103,http://www.folkways.si.edu/sonia-malkine/mon-pere-avait-500-moutons/world/music/track/smithsonian
France,FW08778_205,http://www.folkways.si.edu/lucie-de-vienne-blanc/moun-paire-me-no-lougado/world/music/track/smithsonian
France,MON00550_116,http://www.folkways.si.edu/lucky-pierre/alor-raconte/world/music/track/smithsonian
France,FW08602_205,http://www.folkways.si.edu/emilie-george/une-cigale/world/music/track/smithsonian
France,FW08602_109,http://www.folkways.si.edu/emilie-george/chant-des-piroguirs-de-loubangui/world/music/track/smithsonian
France,FW06832_204,http://www.folkways.si.edu/henriette-and-elie-zmirou/quand-le-marin/world/music/track/smithsonian
France,MON61535_111,http://www.folkways.si.edu/yves-montand/luna-park/world/music/track/smithsonian
France,FW08601_208,http://www.folkways.si.edu/emilie-george/le-bonnet-de-la-liberte/world/music/track/smithsonian
France,FW04014_107,http://www.folkways.si.edu/conan-family/three-dances-ton-ar-chezeg-march-of-the-horses-koroll-fisel-bal-ar-menez/world/music/track/smithsonian
France,FW08747_103,http://www.folkways.si.edu/henri-vasson/la-crouzade/world/music/track/smithsonian
France,FW04014_209,http://www.folkways.si.edu/conan-family/plucking-of-the-wren-the-displuan-al-laouenig/world/music/track/smithsonian
France,FWRF116_205,http://www.folkways.si.edu/gerard-dole/carmen/world/music/track/smithsonian
France,FW08747_208,http://www.folkways.si.edu/henri-vasson/la-togne/world/music/track/smithsonian
France,MON00491_207,http://www.folkways.si.edu/compagnie-nationale-de-danses-francaises-with-jacques-douai/pelo-de-betton-song-of-conscription/world/music/track/smithsonian
France,FW08741_106,http://www.folkways.si.edu/sonia-malkine/voici-la-saint-jean/world/music/track/smithsonian
France,MON00324_201,http://www.folkways.si.edu/yves-montand/la-roi-renaud-de-guerre-revient-king-renaud-is-coming-back-from-the-war/world/music/track/smithsonian
France,FW08743_207,http://www.folkways.si.edu/sonia-malkine/sur-le-pont-de-morlaix/world/music/track/smithsonian
France,FW04014_103,http://www.folkways.si.edu/conan-family/mountain-dance/world/music/track/smithsonian
France,FWRF117_204,http://www.folkways.si.edu/gerard-dole/avec-les-anges/world/music/track/smithsonian
France,MON00491_203,http://www.folkways.si.edu/compagnie-nationale-de-danses-francaises-with-jacques-douai/les-mouchoirs-the-handkerchiefs/world/music/track/smithsonian
France,MON61442_108,http://www.folkways.si.edu/amalia-rodrigues/coimbro-april-in-portugal/world/music/track/smithsonian
France,FW08741_109,http://www.folkways.si.edu/sonia-malkine/baylero/world/music/track/smithsonian
France,MON00491_103,http://www.folkways.si.edu/compagnie-nationale-de-danses-francaises-with-jacques-douai/para-lou-loup/aio-de-rotso-medley/world/music/track/smithsonian
France,MON61397_121,http://www.folkways.si.edu/andre-claveau-and-mathe-altery/il-etait-une-bergere-there-was-a-shepardess/world/music/track/smithsonian
France,FW08601_106,http://www.folkways.si.edu/emilie-george/bergere-si-tu-maimes-postouro-se-tu-maymo/world/music/track/smithsonian
France,MON00491_209,http://www.folkways.si.edu/compagnie-nationale-de-danses-francaises-with-jacques-douai/deja-mal-mariee/world/music/track/smithsonian
Germany,FW06922_107,http://www.folkways.si.edu/ernst-wolff/nun-ade-du-mein-lieb-heimatland/world/music/track/smithsonian
Germany,MON61399_111,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/hamburg-ist-ein-schones-stadtchen-wo-die-nordeseewellen-auf-der-reeperbahn-nachts-um-halb-eins/world/music/track/smithsonian
Germany,MON61399_103,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/auf-der-schabschen-eisebahne-bodenseelied-frei-nach-dem-lied-das-ist-der-ging-gang-gondele/world/music/track/smithsonian
Germany,FW08805_208,http://www.folkways.si.edu/erika-and-elsa-vopel/wenn-die-bunten-fahnen-wehen-when-the-gay-flags-wave/world/music/track/smithsonian
Germany,FW03071_109,http://www.folkways.si.edu/wolfgang-roth/die-bauernarmee-des-florian-geyer-the-peasant-army-of-florian-geyer/world/music/track/smithsonian
Germany,MON61398_101,http://www.folkways.si.edu/arne-dorumsgaard/der-jager-aus-kurpfalz/world/music/track/smithsonian
Germany,FW08788_107,http://www.folkways.si.edu/ernst-wolff/was-kommt-dort-von-der-hoeh/world/music/track/smithsonian
Germany,FW08805_210,http://www.folkways.si.edu/erika-and-elsa-vopel/wohlauf-noch-getrunken-instrumental/world/music/track/smithsonian
Germany,MON61419_111,http://www.folkways.si.edu/kaiser-wilhelms-hitparade-no-4/world/music/track/smithsonian
Germany,FW08788_208,http://www.folkways.si.edu/ernst-wolff/rodensteins-auszug/world/music/track/smithsonian
Germany,FW03071_102,http://www.folkways.si.edu/wolfgang-roth/ein-bauernlied-a-peasant-song-hei-michel/world/music/track/smithsonian
Germany,FW08788_101,http://www.folkways.si.edu/ernst-wolff/o-alte-burschenherrlichkeit/world/music/track/smithsonian
Germany,FW03071_107,http://www.folkways.si.edu/wolfgang-roth/landsknechte-in-italy-wir-zogen-in-das-feld/world/music/track/smithsonian
Germany,MON61398_105,http://www.folkways.si.edu/arne-dorumsgaard/drunten-im-unterland/world/music/track/smithsonian
Germany,FW08788_106,http://www.folkways.si.edu/ernst-wolff/vive-la-compagneia/world/music/track/smithsonian
Germany,FW06843_204,http://www.folkways.si.edu/martha-schlamme/yodel-song/world/music/track/smithsonian
Germany,FW06922_108,http://www.folkways.si.edu/ernst-wolff/bald-gras-ich-am-neckar/world/music/track/smithsonian
Germany,MON61419_112,http://www.folkways.si.edu/urgrossmutters-hitparade-no-2/world/music/track/smithsonian
Germany,FW06843_201,http://www.folkways.si.edu/martha-schlamme/muss-i-denn/world/music/track/smithsonian
Germany,FW03071_205,http://www.folkways.si.edu/wolfgang-roth/lied-aus-dem-bauernkrieg-song-of-the-peasants-war-von-erst-woellen-wir-loben-marjam/world/music/track/smithsonian
Germany,FW08788_206,http://www.folkways.si.edu/ernst-wolff/denkst-du-daran/world/music/track/smithsonian
Germany,FW08788_210,http://www.folkways.si.edu/ernst-wolff/am-rhein/world/music/track/smithsonian
Germany,FW03072_206,http://www.folkways.si.edu/wolfgang-roth/ich-ging-emol-spaziere-i-once-went-out-walking/world/music/track/smithsonian
Germany,FW03072_104,http://www.folkways.si.edu/wolfgang-roth/ich-habe-lust-i-long-to-fight/world/music/track/smithsonian
Germany,FW08788_103,http://www.folkways.si.edu/ernst-wolff/burschen-heraus/world/music/track/smithsonian
Germany,FW08805_205,http://www.folkways.si.edu/erika-and-elsa-vopel/nun-will-der-lenz-uns-grussen/world/music/track/smithsonian
Germany,MON61419_107,http://www.folkways.si.edu/gassenhauer-spatausgabe-no-2/world/music/track/smithsonian
Germany,FW08805_209,http://www.folkways.si.edu/erika-and-elsa-vopel/der-jager-langs-dem-weiher-ging-the-hunter-walked-by-the-pond/world/music/track/smithsonian
Germany,MON61398_108,http://www.folkways.si.edu/arne-dorumsgaard/in-stiller-nacht/world/music/track/smithsonian
Germany,MON61399_106,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/narhalla-marsch-komm-trink-und-lach-am-rhein/world/music/track/smithsonian
Germany,FW03071_207,http://www.folkways.si.edu/wolfgang-roth/bauernkrieg-peasants-war-die-glocken-stuermten/world/music/track/smithsonian
Germany,FW03071_201,http://www.folkways.si.edu/wolfgang-roth/landsknecht-juerg-von-frundsberg/world/music/track/smithsonian
Germany,FW08805_207,http://www.folkways.si.edu/erika-and-elsa-vopel/wohlan-die-zeit-ist-kommen-the-time-has-come/world/music/track/smithsonian
Germany,FW03071_106,http://www.folkways.si.edu/wolfgang-roth/a-soldiers-love-minnelied-minne-song-dort-niedn-in-jenem-holze/world/music/track/smithsonian
Germany,FW03072_103,http://www.folkways.si.edu/wolfgang-roth/as-buaala-buaala/world/music/track/smithsonian
Germany,FW06922_201,http://www.folkways.si.edu/ernst-wolff/im-schoensten-wiesengrunde/world/music/track/smithsonian
Germany,FW08788_112,http://www.folkways.si.edu/ernst-wolff/freut-euch-des-lebens/world/music/track/smithsonian
Germany,FW06843_205,http://www.folkways.si.edu/martha-schlamme/der-schwere-traum/world/music/track/smithsonian
Germany,FW06922_103,http://www.folkways.si.edu/ernst-wolff/wem-gott-will-rechte-gunst-erweisen/world/music/track/smithsonian
Germany,MON61419_102,http://www.folkways.si.edu/kaiser-wilhelms-hitparade-no-1/world/music/track/smithsonian
Germany,MON61398_119,http://www.folkways.si.edu/arne-dorumsgaard/erlaube-mir-feins-madchen/world/music/track/smithsonian
Germany,FW03072_201,http://www.folkways.si.edu/wolfgang-roth/lied-der-hessischen-soeldner-in-amerika-a-song-of-the-hessian-soldiers-in-america-a/world/music/track/smithsonian
Germany,FW03072_108,http://www.folkways.si.edu/wolfgang-roth/ich-hab-die-nacht-getraeumet-last-night-i-had-a-sad-dream-love-lament/world/music/track/smithsonian
Germany,FW08788_111,http://www.folkways.si.edu/ernst-wolff/alt-heidelberg/world/music/track/smithsonian
Germany,MON61419_103,http://www.folkways.si.edu/gassenhauer-spatausgabe-no-1/world/music/track/smithsonian
Germany,FW06843_206,http://www.folkways.si.edu/martha-schlamme/die-gedanken-sind-frei/world/music/track/smithsonian
Germany,FW06922_102,http://www.folkways.si.edu/ernst-wolff/der-mal-ist-gekommen/world/music/track/smithsonian
Germany,MON61399_110,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/im-grunewald-ist-holzauktion-solang-noch-untern-linden-auf-der-luneberger-heide-mondnacht-auf-der-alster/world/music/track/smithsonian
Germany,FW06843_102,http://www.folkways.si.edu/martha-schlamme/drobn-am-bergal-da/world/music/track/smithsonian
Germany,FW08788_105,http://www.folkways.si.edu/ernst-wolff/crambambuli/world/music/track/smithsonian
Germany,FW08805_206,http://www.folkways.si.edu/erika-and-elsa-vopel/der-mai-ist-gekommen-may-has-come/world/music/track/smithsonian
Germany,FW08788_209,http://www.folkways.si.edu/ernst-wolff/lob-der-edlen-musica/world/music/track/smithsonian
Germany,FW06843_101,http://www.folkways.si.edu/martha-schlamme/wenn-alle-bruennlein-fliessen/world/music/track/smithsonian
Germany,FW08805_201,http://www.folkways.si.edu/erika-and-elsa-vopel/sah-ein-knab-ein-roslein-stehn-a-boy-saw-a-rose/world/music/track/smithsonian
Germany,FW03071_103,http://www.folkways.si.edu/wolfgang-roth/landsknechts-lament-es-ist-ein-schnee-gefallen/world/music/track/smithsonian
Germany,FW03072_207,http://www.folkways.si.edu/wolfgang-roth/hoert-ihr-herrn-hear-ye-kind-sirs-nachtwaechterslied-night-watchmans-call/world/music/track/smithsonian
Germany,FW08805_105,http://www.folkways.si.edu/erika-and-elsa-vopel/es-dunkelt-schon-in-der-heide-it-is-dark-on-the-heather/world/music/track/smithsonian
Germany,FW08788_201,http://www.folkways.si.edu/ernst-wolff/studio-auf-einer-reis/world/music/track/smithsonian
Germany,FW06922_109,http://www.folkways.si.edu/ernst-wolff/sah-ein-knab-ein-roeslein-stehn/world/music/track/smithsonian
Germany,FW03071_206,http://www.folkways.si.edu/wolfgang-roth/ich-bin-der-arme-cunrad-poor-conrad-peasant-leader/world/music/track/smithsonian
Germany,MON61419_108,http://www.folkways.si.edu/kaiser-wilhelms-hitparade-no-3/world/music/track/smithsonian
Germany,FW08805_203,http://www.folkways.si.edu/erika-and-elsa-vopel/schwarzbraun-ist-die-haselnuss-hazelnuts-are-dark-brown/world/music/track/smithsonian
Germany,FW03071_209,http://www.folkways.si.edu/wolfgang-roth/landsknecht-song-a-landsknechtslied-ein-oh-magdeburg-halt-dich-feste/world/music/track/smithsonian
Germany,FW03071_210,http://www.folkways.si.edu/wolfgang-roth/wiegenlied-aus-dem-dreissigjaehrigen-krieg-lullaby-of-the-thirty-years-war-horch-kind-horch-wie-der-sturmwind-weht/world/music/track/smithsonian
Germany,MON61419_110,http://www.folkways.si.edu/stimmung-ist-auch-die-zweite-burgerpflicht/world/music/track/smithsonian
Germany,MON61398_111,http://www.folkways.si.edu/arne-dorumsgaard/muss-i-denn/world/music/track/smithsonian
Germany,MON61398_109,http://www.folkways.si.edu/arne-dorumsgaard/wenn-ich-ein-voglein-war/world/music/track/smithsonian
Germany,FW03072_203,http://www.folkways.si.edu/wolfgang-roth/wenn-alle-bruennlein-when-all-the-brooks-are-flowing/world/music/track/smithsonian
Germany,MON61419_109,http://www.folkways.si.edu/frohlichkeit-in-allen-rillen/world/music/track/smithsonian
Germany,MON61399_107,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/von-rudesheim-nach-assmannshausen-die-lorelei/world/music/track/smithsonian
Ghana,FW08859_107,http://www.folkways.si.edu/agbaja-percussions-and-ritual-chants/world/music/track/smithsonian
Ghana,FW04291_205,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/ye-ara-yenam-oo/world/music/track/smithsonian
Ghana,FW04222_203,http://www.folkways.si.edu/ewe-musicians-dancers/adzida-afawu-and-adzida/world/music/track/smithsonian
Ghana,FW04259_101,http://www.folkways.si.edu/ewe-male-drummers-mixed-singers/gogodzi-mourning-song/world/music/track/smithsonian
Ghana,FW04240_203,http://www.folkways.si.edu/yiadom-boakye-and-manhyia-tete-nwomkoro/bragoro-puberty-festival/world/music/track/smithsonian
Ghana,FW04291_104,http://www.folkways.si.edu/osu-ashanti-adowafoi-naa-akwele-naa-otua-naa-afia-naa-mootso-naa-adukwei/akcle-mo-oo/world/music/track/smithsonian
Ghana,FW08859_203,http://www.folkways.si.edu/janja/world/music/track/smithsonian
Ghana,FW04240_103,http://www.folkways.si.edu/yiadom-boakye-and-manhyia-tete-nwomkoro/adowa-mpre/world/music/track/smithsonian
Ghana,FW08859_208,http://www.folkways.si.edu/kolomashie/world/music/track/smithsonian
Ghana,HRT15016_113,http://www.folkways.si.edu/ashanti-atumpan/world/music/track/smithsonian
Ghana,FW04324_103,http://www.folkways.si.edu/youth-gonje-group-led-by-alhasan-ibrahim-in-tamale/gondze-praise-music-2/world/music/track/smithsonian
Ghana,FW08858_102,http://www.folkways.si.edu/asafo-drumming/world/music/track/smithsonian
Ghana,FW04258_103,http://www.folkways.si.edu/ewe-male-drummers-singers/adevhu-hunters-drumming/world/music/track/smithsonian
Ghana,FW08859_106,http://www.folkways.si.edu/agbaja-drum-chant/world/music/track/smithsonian
Ghana,FW04257_102,http://www.folkways.si.edu/akayevi-dance-group-recorded-in-have-etoe/ewe-2/world/music/track/smithsonian
Ghana,SFW40463_110,http://www.folkways.si.edu/odo-ye-few-korye-kuw-vocal-band-love-is-beautiful-unity-vocal-band/vocal-band/world/music/track/smithsonian
Ghana,FW08859_206,http://www.folkways.si.edu/asafo/world/music/track/smithsonian
Ghana,FW04291_101,http://www.folkways.si.edu/osu-ashanti-adowafoi-naa-akwele-naa-otua-naa-afia-naa-mootso-naa-adukwei/emo-cman-nkranfo/world/music/track/smithsonian
Ghana,FW08858_202,http://www.folkways.si.edu/adenkum/world/music/track/smithsonian
Ghana,FW04257_104,http://www.folkways.si.edu/adzewa-womens-group-recorded-in-cape-coast/fanti/world/music/track/smithsonian
Ghana,FW04291_208,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/me-baa-ha-akye-oo/world/music/track/smithsonian
Ghana,FW08859_202,http://www.folkways.si.edu/gome/world/music/track/smithsonian
Ghana,FW08858_104,http://www.folkways.si.edu/fontomfrom-drumming-chiefs-state-music/world/music/track/smithsonian
Ghana,SFW40463_102,http://www.folkways.si.edu/ompeh-ensemble-led-by-stanley-ato-bortsie-and-ato-quartey/ompeh/world/music/track/smithsonian
Ghana,FW08858_105,http://www.folkways.si.edu/kete-drumming/world/music/track/smithsonian
Ghana,FW04222_104,http://www.folkways.si.edu/ewe-musicians-dancers/ga-dance-i-will-show-my-bravery-on-the-muzzles-of-a-gun/world/music/track/smithsonian
Ghana,SFW40541_104,http://www.folkways.si.edu/the-la-drivers-union-por-por-group/trotro-drivers-we-love-you-so/world/music/track/smithsonian
Ghana,FW04257_204,http://www.folkways.si.edu/female-singing-and-handclapping-recorded-in-tamale/dagomba/world/music/track/smithsonian
Ghana,FW04257_101,http://www.folkways.si.edu/akayevi-dance-group-recorded-in-have-etoe/ewe/world/music/track/smithsonian
Ghana,FW04240_201,http://www.folkways.si.edu/sikyi/sikyi/world/music/track/smithsonian
Ghana,FW04222_105,http://www.folkways.si.edu/ewe-musicians-dancers/gadzo-kayiboe-the-child-is-not-matured-the-child-is-underage/world/music/track/smithsonian
Ghana,FW08858_206,http://www.folkways.si.edu/talking-drums/world/music/track/smithsonian
Ghana,SFW40463_108,http://www.folkways.si.edu/bentsir-adzewafo-no-1/adzewa/world/music/track/smithsonian
Ghana,FW04291_107,http://www.folkways.si.edu/osu-ashanti-adowafoi-naa-akwele-naa-otua-naa-afia-naa-mootso-naa-adukwei/asem-a-cnnye-no-na/world/music/track/smithsonian
Ghana,FW04291_108,http://www.folkways.si.edu/osu-ashanti-adowafoi-naa-akwele-naa-otua-naa-afia-naa-mootso-naa-adukwei/ekua-se-mabc-wo-din/world/music/track/smithsonian
Ghana,SFW40463_109,http://www.folkways.si.edu/ogoekrom-brass-band-no-2/brass-band-yesu-ye-medze/nyame-ye-osahen/world/music/track/smithsonian
Ghana,FW04240_204,http://www.folkways.si.edu/ntan-and-b-k-amankwa/ntan/world/music/track/smithsonian
Ghana,SFW40541_109,http://www.folkways.si.edu/the-la-drivers-union-por-por-group/lakpa-festival-song-of-the-people-of-la/world/music/track/smithsonian
Ghana,SFW40463_112,http://www.folkways.si.edu/twerrampon-traditionals/osode/world/music/track/smithsonian
Ghana,FW08859_205,http://www.folkways.si.edu/abosuah-weep-no-more-mourners/world/music/track/smithsonian
Ghana,FW04222_106,http://www.folkways.si.edu/ewe-musicians-dancers/atsiagbekor-if-it-comes-to-fighting-with-guns/world/music/track/smithsonian
Ghana,SFW40463_106,http://www.folkways.si.edu/fontomfrom-ensemble-eyisam-mbensuon/fontomfrom/world/music/track/smithsonian
Ghana,HRT15016_104,http://www.folkways.si.edu/igbo-lamellaphones-bottle-knife-drum-ngedegwu/world/music/track/smithsonian
Ghana,SFW40463_111,http://www.folkways.si.edu/apatampa-band-of-komenda/apatampa/world/music/track/smithsonian
Ghana,FW04324_102,http://www.folkways.si.edu/three-lunsi-drummers-in-accra/harvest-songs-2/world/music/track/smithsonian
Ghana,FW08858_101,http://www.folkways.si.edu/borborbor-durbar-and-other-festival-music/world/music/track/smithsonian
Ghana,SFW40541_106,http://www.folkways.si.edu/the-la-drivers-union-por-por-group/driver-take-me-the-train-has-left-me-behind/world/music/track/smithsonian
Ghana,FW04240_102,http://www.folkways.si.edu/yiadom-boakye-and-manhyia-tete-nwomkoro/nnwomkoro/world/music/track/smithsonian
Ghana,FW08859_105,http://www.folkways.si.edu/agbaja-drums-and-chorus/world/music/track/smithsonian
Ghana,FW04291_209,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/nam-nyaa/world/music/track/smithsonian
Ghana,SFW40541_107,http://www.folkways.si.edu/the-la-drivers-union-por-por-group/kpanlogo-por-por-medley/world/music/track/smithsonian
Ghana,FW04291_211,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/owuo-nni-monna-ee/world/music/track/smithsonian
Ghana,FW04291_203,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/yaanom-monsc-mu-oo/world/music/track/smithsonian
Ghana,FW08858_203,http://www.folkways.si.edu/kpanlongo/world/music/track/smithsonian
Ghana,HRT15016_107,http://www.folkways.si.edu/ashanti-percussion-sticks-guitar/world/music/track/smithsonian
Ghana,FW04222_102,http://www.folkways.si.edu/ewe-musicians-dancers/funeral-dirge-the-warriors-house-has-become-empty/world/music/track/smithsonian
Ghana,SFW40541_111,http://www.folkways.si.edu/the-la-drivers-union-por-por-group/por-por-horn-to-horn-fireworks/world/music/track/smithsonian
Ghana,SFW40463_107,http://www.folkways.si.edu/asafra-catholic-cyo-mmensoun-group/mmensoun/world/music/track/smithsonian
Ghana,FW04291_106,http://www.folkways.si.edu/osu-ashanti-adowafoi-naa-akwele-naa-otua-naa-afia-naa-mootso-naa-adukwei/cbaakc-asem-madi-madi-fo/world/music/track/smithsonian
Ghana,FW04324_201,http://www.folkways.si.edu/yakubu-fuseni/gingeli-entertainment-music/world/music/track/smithsonian
Ghana,FW08858_108,http://www.folkways.si.edu/lobi-dancers/world/music/track/smithsonian
Ghana,FW04259_202,http://www.folkways.si.edu/ewe-male-drummers-mixed-singers-dancers/yazo-funeral-music/world/music/track/smithsonian
Ghana,FW08859_101,http://www.folkways.si.edu/akonodey/world/music/track/smithsonian
Ghana,FW04259_103,http://www.folkways.si.edu/ewe-female-singers-dancers/aivihe-plain-mourning-songs/world/music/track/smithsonian
Ghana,FW04259_102,http://www.folkways.si.edu/ewe-male-drummers-mixed-singers/gogodzi-mourning-song-2/world/music/track/smithsonian
Ghana,FW08859_204,http://www.folkways.si.edu/akora-anuma/world/music/track/smithsonian
Ghana,FW04257_106,http://www.folkways.si.edu/adzewa-womens-group-recorded-in-cape-coast/fanti-3/world/music/track/smithsonian
Ghana,SFW40541_102,http://www.folkways.si.edu/the-la-drivers-union-por-por-group/otsokobila/world/music/track/smithsonian
Ghana,FW08858_205,http://www.folkways.si.edu/krama/world/music/track/smithsonian
Ghana,FW04222_101,http://www.folkways.si.edu/ewe-musicians-dancers/yewe-cult-dance/world/music/track/smithsonian
Greece,MON61722_111,http://www.folkways.si.edu/elenis-and-athanasiou/koukla/world/music/track/smithsonian
Greece,MON00482_206,http://www.folkways.si.edu/the-feenjon-group/yerakina/world/music/track/smithsonian
Greece,SFW40437_107,http://www.folkways.si.edu/grigoris-mathioudakis-with-choir-of-guests/wedding-banquet-in-polyrinia/world/music/track/smithsonian
Greece,MON61722_105,http://www.folkways.si.edu/elenis-and-athanasiou/se-oreo-perivoli/world/music/track/smithsonian
Greece,FW04454_105,http://www.folkways.si.edu/musicians-from-epirus/single-gainda-dance-of-the-bride/world/music/track/smithsonian
Greece,MON61722_102,http://www.folkways.si.edu/elenis-and-athanasiou/minore-taxim/world/music/track/smithsonian
Greece,SFW40437_103,http://www.folkways.si.edu/nikiphoros-dimitroulakis-leading-choir/levendi-pou-katevikes/world/music/track/smithsonian
Greece,FW06814_202,http://www.folkways.si.edu/ap-ton-kaymo-mou-pino-i-drink-to-forget-apache-song-port-of-piraeus/world/music/track/smithsonian
Greece,SFW50401_103,http://www.folkways.si.edu/zissis-hindzos-aristidis-dramalis-and-yiannis-dramalis/new-year-at-sohos/world/music/track/smithsonian
Greece,FW04454_201,http://www.folkways.si.edu/musicians-from-rethymno-crete/syrtos-rethmyiotikos/world/music/track/smithsonian
Greece,MON00415_202,http://www.folkways.si.edu/the-trio-attiko/pera-stous-pera-kambous-near-the-olive-groves/world/music/track/smithsonian
Greece,SFW40437_101,http://www.folkways.si.edu/vassilis-kartsonakis-grigoris-mathioudakis-and-manolis-kartsonakis/omorfonios-psikhomakhi/world/music/track/smithsonian
Greece,MON00771_106,http://www.folkways.si.edu/chris-kalogerson-ensemble/banat-iskandaria/world/music/track/smithsonian
Greece,SFW40437_102,http://www.folkways.si.edu/grigoris-mathioudakis-vassilis-kartsonakis-and-manolis-kartsonakis/khelidhonaki-mou-ghorgho/world/music/track/smithsonian
Greece,MON61722_108,http://www.folkways.si.edu/elenis-and-athanasiou/gypsy-sorrow/world/music/track/smithsonian
Greece,FW04467_105,http://www.folkways.si.edu/syrtos-kastellianos/world/music/track/smithsonian
Greece,MON00740_205,http://www.folkways.si.edu/anestos-athounasiou/milao-me-ta-asteria-i-talk-to-the-stars/world/music/track/smithsonian
Greece,MON00740_105,http://www.folkways.si.edu/anestos-athounasiou/smyneiko-dance-of-the-smyrna/world/music/track/smithsonian
Greece,MON00771_104,http://www.folkways.si.edu/chris-kalogerson-ensemble/monaagah/world/music/track/smithsonian
Greece,MON00482_203,http://www.folkways.si.edu/the-feenjon-group/mandoubala/world/music/track/smithsonian
Greece,FW04454_101,http://www.folkways.si.edu/musicians-and-dancers-from-peloponnesus/the-earth-kyra-yioryena-pidiktos/world/music/track/smithsonian
Greece,FW34025_103,http://www.folkways.si.edu/periklis-halkias/singathisto-konitsiotiko/world/music/track/smithsonian
Greece,FW06814_203,http://www.folkways.si.edu/giati-mou-krivis-ton-kaymo-why-do-you-hide-your-grief-drinking-song/world/music/track/smithsonian
Greece,MON00492_203,http://www.folkways.si.edu/jimmy-linardos/peste-mou-pou-nahe-payi/world/music/track/smithsonian
Greece,MON51801_207,http://www.folkways.si.edu/chris-kalogerson-ensemble/velisaris/world/music/track/smithsonian
Greece,MON00822_106,http://www.folkways.si.edu/george-armaos/sweet-touch-improvisation-for-solo-oud/world/music/track/smithsonian
Greece,MON00771_101,http://www.folkways.si.edu/chris-kalogerson-ensemble/raksat-ala-al-oud-dance-to-the-oud-sound/world/music/track/smithsonian
Greece,MON00492_102,http://www.folkways.si.edu/jimmy-linardos/yirna-agapi-mou/world/music/track/smithsonian
Greece,MON61722_107,http://www.folkways.si.edu/elenis-and-athanasiou/sirtaki/world/music/track/smithsonian
Greece,MON00740_202,http://www.folkways.si.edu/anestos-athounasiou/tsiganiko-klama-gypsy-tears/world/music/track/smithsonian
Greece,FW04454_106,http://www.folkways.si.edu/musicians-from-epirus/marko-botzaris-klephtic-song/world/music/track/smithsonian
Greece,MON00492_201,http://www.folkways.si.edu/jimmy-linardos/sto-kalo-sto-kalo/world/music/track/smithsonian
Greece,SFW50401_104,http://www.folkways.si.edu/vendors-boys-and-men-at-the-arapides-festival/arapides-festival-at-nikisiani/world/music/track/smithsonian
Greece,MON00417_106,http://www.folkways.si.edu/f-rountas-ensemble/pogonisios-ipirotikos-choros-dance-from-epirus/world/music/track/smithsonian
Greece,FW04454_103,http://www.folkways.si.edu/musicians-from-pentalophos-macedonia/go-maro-to-the-well/world/music/track/smithsonian
Greece,MON61722_110,http://www.folkways.si.edu/elenis-and-athanasiou/zorba/world/music/track/smithsonian
Greece,MON00417_105,http://www.folkways.si.edu/g-mitsakis-ensemble/hasssapico/world/music/track/smithsonian
Greece,MON61722_109,http://www.folkways.si.edu/elenis-and-athanasiou/hasapiko/world/music/track/smithsonian
Greece,FW34025_203,http://www.folkways.si.edu/periklis-halkias/rehearsing-excerpt-3/world/music/track/smithsonian
